学会名,URL,開催日,開催地
日本がん免疫学会学術総会（第29回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2507030.html,2025.07.24（木）-26（土）,名古屋市中村区
日本骨代謝学会学術集会（第43回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2506019.html,2025.07.24（木）-26（土）,熊本市中央区
日本病院学会（第75回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2507024.html,2025.07.24（木）-25（金）,長崎市
日本医学教育学会大会（第57回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2508002.html,2025.07.25（金）-26（土）,秋田市
日本膵臓学会大会（第56回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2507014.html,2025.07.25（金）-26（土）,東京都千代田区
日本先天異常学会学術集会（第65回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2507017.html,2025.07.25（金）-27（日）,伊勢市
日本遺伝カウンセリング学会学術集会（第49回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2508003.html,2025.08.01（金）-3（日）,札幌市中央区
日本高度実践看護学会学術集会（第1回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2506020.html,2025.08.02（土）-3（日）,神戸市中央区
日本看護歴史学会学術集会（第39回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2508018.html,2025.08.09（土）-10（日）,千葉市美浜区
日本看護管理学会学術集会（第29回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2508006.html,2025.08.22（金）-23（土）,札幌市中央区
日本筋学会学術集会（第11回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2508017.html,2025.08.22（金）-23（土）,仙台市青葉区
日本人間ドック・予防医療学会学術大会（第66回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509019.html,2025.08.22（金）-23（土）,京都市左京区
日本平滑筋学会総会（第67回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2508013.html,2025.08.22（金）-23（土）,東京都荒川区
日本感染看護学会学術集会（第25回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2508007.html,2025.08.23（土）-24（日）,福岡市早良区
北日本看護学会学術集会（第25回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2508016.html,2025.08.23（土）-24（日）,山形市
びまん性肺疾患研究会（第164回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2508019.html,2025.08.23（土）,大阪市中央区
日本薬学教育学会大会（第10回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2508014.html,2025.08.23（土）-24（日）,東京都中野区
和漢医薬学会学術大会（第42回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2508015.html,2025.08.23（土）-24（日）,広島市南区
日本臨床検査医学会学術集会（第72回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511048.html,2025.08.28（木）-31（日）,千葉市美浜区
日本磁気共鳴医学会大会【ISMRM　JPC2025同時開催】（第53回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509008.html,2025.08.29（金）-31（日）,姫路市
日本褥瘡学会学術集会（第27回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509012.html,2025.08.29（金）-30（土）,横浜市西区
日本カウンセリング学会大会（第57回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2507001.html,2025.08.30（土）-31（日）,流山市
日本外来小児科学会年次集会（第34回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509004.html,2025.08.30（土）-31（日）,高松市
日本呼吸療法医学会学術集会（第47回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2506018.html,2025.08.30（土）-31（日）,大阪市北区
日本糖尿病インフォマティクス学会年次学術集会（第25回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2508011.html,2025.08.30（土）-31（日）,佐賀市
日本社会薬学会年会（第43回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509009.html,2025.09.06（土）-7（日）,和歌山市
日本看護学会学術集会（第56回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509006.html,2025.09.12（金）-14（日）,名古屋市港区
日本骨粗鬆症学会（第27回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509028.html,2025.09.12（金）-14（日）,千葉市美浜区
日本外科教育学会学術集会（第12回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509026.html,2025.09.13（土）-14（日）,京都市左京区
千葉看護学会学術集会（第31回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509025.html,2025.09.13（土）,千葉市中央区
日本体力医学会大会（第79回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509017.html,2025.09.17（水）-19（金）,草津市
日本心臓病学会学術集会（第73回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509013.html,2025.09.19（金）-21（日）,高知市
糖鎖科学コンソーシアムシンポジウム（第22回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509027.html,2025.09.19（金）-20（土）,東京都品川区
日本急性血液浄化学会学術集会（第36回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510011.html,2025.09.20（土）-21（日）,東京都千代田区
腸内フローラ移植臨床研究会学術大会（第9回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509030.html,2025.09.21（日）,大阪市北区
臨床アレルギー講習会（第8回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509022.html,2025.09.21（日）,
日本癌学会学術総会（第84回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509005.html,2025.09.25（木）-27（土）,金沢市
日本美容外科学会総会（第48回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509020.html,2025.09.25（木）-26（金）,東京都港区
日本周産期メンタルヘルス学会学術集会（第21回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510022.html,2025.09.26（金）-27（土）,東京都千代田区
日本小児リハビリテーション医学会学術集会（第5回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509011.html,2025.09.26（金）,旭川市
日本老年精神医学会（第40回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509029.html,2025.09.26（金）-27（土）,金沢市
医療安全心理・行動学会学術総会（第3回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509031.html,2025.09.27（土）-28（日）,東京都文京区
日本医療安全推進学会学術総会（第2回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509032.html,2025.09.27（土）-28（日）,東京都文京区
聖路加看護学会学術大会（第30回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509015.html,2025.09.27（土）,東京都中央区
日本臨床ウイルス学会【第29回日本ワクチン学会と合同学術集会】（第66回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510042.html,2025.09.27（土）-28（日）,札幌市白石区
日本ワクチン学会【第66回日本臨床ウイルス学会と合同学術集会】（第29回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510043.html,2025.09.27（土）-28（日）,札幌市白石区
日本血管腫血管奇形学会学術集会【第16回血管腫・血管奇形講習会と合同開催】（第21回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2507004.html,2025.10.02（木）-3（金）,白浜町
日本てんかん学会学術集会（第58回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510048.html,2025.10.02（木）-4（土）,宇都宮市
日本医真菌学会総会・学術集会（第69回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511002.html,2025.10.03（金）-4（土）,高知市
日本医療・病院管理学会学術総会（第63回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510004.html,2025.10.04（土）-5（日）,東京都文京区
日本小児アレルギー学会学術大会（第62回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511017.html,2025.10.04（土）-5（日）,大阪市北区
日本肥満学会【第43回日本肥満症治療学会学術集会と合同開催】（第46回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510037.html,2025.10.04（土）-5（日）,岡山市北区
国際全人医療学会（第12回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510051.html,2025.10.05（日）,東京都千代田区
日本移植学会総会（第61回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509002.html,2025.10.09（木）-11（土）,名古屋市中村区
日本臨床眼科学会（第79回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511046.html,2025.10.09（木）-12（日）,大阪市北区
日本臨床免疫学会総会（第53回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510049.html,2025.10.09（木）-11（土）,千葉市美浜区
日本血液学会学術集会（第87回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510015.html,2025.10.10（金）-12（日）,神戸市中央区
日本心不全学会学術集会（第29回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510029.html,2025.10.10（金）-12（日）,米子市
医療系eラーニング全国交流会年次大会（第20回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510047.html,2025.10.11（土）-13（月祝）,札幌市北区
日本看護技術学会学術集会（第23回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510006.html,2025.10.11（土）-12（日）,京都市左京区
日本健康学会総会（第90回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510016.html,2025.10.11（土）-12（日）,札幌市北区
全日本病院学会in北海道（第66回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509016.html,2025.10.11（土）-12（日）,札幌市白石区
日本ヘルニア内視鏡外科手術手技研究集会（第23回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2605023.html,2025.10.11（土）,東京都港区
日本ホスピス・在宅ケア研究会全国大会ｉｎなにわ（第32回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510040.html,2025.10.11（土）-12（日）,大阪市東淀川区
日本薬剤師会学術大会（第58回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509021.html,2025.10.12（日）-13（月祝）,京都市左京区
日本臨床内科医学会（第38回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509024.html,2025.10.12（日）-13（月祝）,高崎市
日本癌治療学会学術集会（第63回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510008.html,2025.10.16（木）-18（土）,横浜市西区
日本形成外科学会基礎学術集会（第34回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510014.html,2025.10.16（木）-17（金）,鹿児島市
日本整形外科学会基礎学術集会（第40回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510031.html,2025.10.16（木）-17（金）,青森市
日本精神科救急学会学術総会（第33回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510032.html,2025.10.16（木）-17（金）,高崎市
日本保険医学会定時総会（第122回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510039.html,2025.10.16（木）-17（金）,東京都千代田区
日本脈管学会学術総会（第66回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510041.html,2025.10.16（木）-17（金）,東京都千代田区
日本医学放射線学会秋季臨床大会（第61回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510002.html,2025.10.17（金）-19（日）,名古屋市中村区
日本クリニカルパス学会学術集会（第25回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510013.html,2025.10.17（金）-18（土）,富山市
日本高血圧学会総会（第47回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510017.html,2025.10.17（金）-19（日）,東京都中央区
日本脳循環代謝学会学術集会（第68回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511036.html,2025.10.17（金）-18（土）,さいたま市浦和区
日本放射線技術学会秋季学術大会（第53回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510038.html,2025.10.17（金）-19（日）,札幌市白石区
日本消化吸収学会総会（第56回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511016.html,2025.10.18（土）,京都市南区
日本アフェレシス学会学術大会（第46回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510050.html,2025.10.23（木）-25（土）,横浜市西区
日本アルコール・アディクション医学会学術総会（第60回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509001.html,2025.10.23（木）-25（土）,東京都千代田区
日本音声言語医学会総会・学術講演会（第70回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510005.html,2025.10.23（木）-24（金）,神戸市中央区
日本胸部外科学会定期学術集会（第78回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511010.html,2025.10.23（木）-25（土）,大阪市北区
日本農村医学会学術総会（第74回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510035.html,2025.10.23（木）-24（金）,大垣市
日本リハビリテーション医学会秋季学術集会（第9回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511045.html,2025.10.23（木）-25（土）,旭川市
日本アレルギー学会学術大会（第74回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510001.html,2025.10.24（金）-26（日）,東京都千代田区
日本呼吸ケア・リハビリテーション学会学術集会（第35回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511012.html,2025.10.24（金）-25（土）,新潟市中央区
日本自律神経学会総会（第78回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510028.html,2025.10.24（金）-25（土）,名古屋市中村区
日本禁煙科学会学術総会in京都（第20回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511011.html,2025.10.25（土）-26（日）,京都市左京区
神戸看護学会学術集会（第10回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510046.html,2025.10.25（土）,神戸市西区
日本腫瘍循環器学会学術集会（第8回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2508009.html,2025.10.25（土）-26（日）,豊中市
日本ウイルス学会学術集会（第72回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511005.html,2025.10.28（火）-30（木）,浜松市中央区
日本救急医学会総会・学術集会（第53回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510010.html,2025.10.28（火）-30（木）,大阪市北区
日本公衆衛生学会総会（第84回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510018.html,2025.10.29（水）-31（金）,静岡市駿河区
日本耳科学会総会・学術講演会（第35回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510021.html,2025.10.29（水）-11.1（土）,福岡市博多区
日本脳神経外科学会学術総会（第84回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510034.html,2025.10.29（水）-11.1（土）,横浜市西区
日本肝臓学会大会JDDW 2025【第33回日本消化器関連学会週間として、第67回日本消化器病学会大会、第110回日本消化器内視鏡学会総会、第23回日本消化器外科学会大会、第63回日本消化器がん検診学会大会を開催】（第29回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510007.html,2025.10.30（木）-11.1（土）,神戸市中央区
日本消化器がん検診学会大会JDDW 2025【第33回日本消化器関連学会週間として、第67回日本消化器病学会大会、第110回日本消化器内視鏡学会総会、第29回日本肝臓学会大会、第23回日本消化器外科学会大会を開催】（第63回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510023.html,2025.10.30（木）-11.1（土）,神戸市中央区
日本消化器外科学会大会JDDW 2025【第33回日本消化器関連学会週間として、第67回日本消化器病学会大会、第110回日本消化器内視鏡学会総会、第29回日本肝臓学会大会、第63回日本消化器がん検診学会大会を開催】（第23回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510024.html,2025.10.30（木）-11.1（土）,神戸市中央区
日本消化器内視鏡学会総会JDDW 2025【第33回日本消化器関連学会週間として、第67回日本消化器病学会大会、第29回日本肝臓学会大会、第23回日本消化器外科学会大会、第63回日本消化器がん検診学会大会を開催】（第110回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510025.html,2025.10.30（木）-11.1（土）,神戸市中央区
日本消化器病学会大会JDDW 2025【第33回日本消化器関連学会週間として、第110回日本消化器内視鏡学会総会、第29回日本肝臓学会大会、第23回日本消化器外科学会大会、第63回日本消化器がん検診学会大会を開催】（第67回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510026.html,2025.10.30（木）-11.1（土）,神戸市中央区
日本小児内分泌学会学術集会（第58回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510027.html,2025.10.30（木）-11.1（土）,浦安市
JDDW 2025【第33回日本消化器関連学会週間として、第67回日本消化器病学会大会、第110回日本消化器内視鏡学会総会、第29回日本肝臓学会大会、第23回日本消化器外科学会大会、第63回日本消化器がん検診学会大会を開催】（第33回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510020.html,2025.10.30（木）-11.1（土）,神戸市中央区
全国自治体病院学会（第63回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510045.html,2025.10.30（木）-31（金）,高崎市
日本腎臓病薬物療法学会学術集会・総会（第19回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509014.html,2025.11.01（土）-2（日）,東京都港区
日本精神分析学会大会（第71回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511026.html,2025.11.01（土）-3（月祝）,新潟市中央区
日本国際保健医療学会学術大会（第40回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511041.html,2025.11.01（土）-2（日）,東京都板橋区
日本薬局学会学術総会（第19回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511044.html,2025.11.01（土）-2（日）,札幌市白石区
日本くすりと糖尿病学会学術集会（第13回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510012.html,2025.11.02（日）-3（月祝）,つくば市
日本職業・災害医学会学術大会（第73回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511020.html,2025.11.02（日）-3（月祝）,横浜市港北区
日本臨床スポーツ医学会学術集会（第36回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511050.html,2025.11.02（日）-3（月祝）,千葉市美浜区
日本生化学会大会（第98回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511024.html,2025.11.03（月祝）-5（水）,京都市左京区
日本気管食道科学会総会ならびに学術講演会（第76回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510009.html,2025.11.06（木）-7（金）,久留米市
日本肺癌学会学術集会（第66回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510036.html,2025.11.06（木）-8（土）,東京都千代田区
日本救急看護学会学術集会（第27回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511009.html,2025.11.07（金）-8（土）,札幌市白石区
日本大腸検査学会総会（第43回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510033.html,2025.11.07（金）-8（土）,秋田市
日本小児感染症学会総会・学術集会（第57回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511018.html,2025.11.08（土）-9（日）,浦安市
日本小児精神神経学会（第134回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2606022.html,2025.11.08（土）-9（日）,大阪市中央区
日本プラセンタ医学会（第36回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511053.html,2025.11.09（日）,岡山市北区
医療情報学連合大会【第26回日本医療情報学会学術大会】（第45回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511003.html,2025.11.12（水）-15（土）,姫路市
日本脳神経血管内治療学会学術集会（第41回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511037.html,2025.11.12（水）-15（土）,大阪市北区
日本医業経営コンサルタント学会（第29回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2510003.html,2025.11.13（木）-14（金）,高松市
日本核医学会学術総会【第45回日本核医学技術学会総会学術大会と合同開催】（第65回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511007.html,2025.11.13（木）-15（土）,京都市左京区
日本神経内視鏡学会（第32回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511021.html,2025.11.13（木）-14（金）,さいたま市大宮区
日本新生児成育医学会・学術集会（第69回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511023.html,2025.11.13（木）-15（土）,横浜市西区
日本病理学会秋期特別総会（第71回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511038.html,2025.11.13（木）-14（金）,名古屋市中村区
日本臨床神経生理学会学術大会【第62回日本臨床神経生理学会技術講習会と合同開催】（第55回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511057.html,2025.11.13（木）-15（土）,宜野湾市
日本手術医学会総会（第47回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2512002.html,2025.11.14（金）-15（土）,広島市中区
日本大腸肛門病学会学術集会（第80回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511030.html,2025.11.14（金）-15（土）,東京都港区
日本認知療法・認知行動療法学会（第25回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2507023.html,2025.11.14（金）-16（日）,東京都豊島区
日本線維筋痛症・慢性痛学会学術集会（第15回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511027.html,2025.11.15（土）-16（日）,東京都文京区
臨床スポーツ薬理学研究会（第3回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511058.html,2025.11.16（日）,東京都千代田区
日本小児がん看護学会学術集会【第67回日本小児血液・がん学会学術集会、第30回がんの子どもを守る会公開シンポジウムと合同開催】（第23回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2512003.html,2025.11.19（水）-21（金）,福岡市博多区
日本小児血液・がん学会学術集会【第23回日本小児がん看護学会学術集会、第30回がんの子どもを守る会公開シンポジウムと合同開催】（第67回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2512004.html,2025.11.19（水）-21（金）,福岡市博多区
日本人工臓器学会大会【IFAO2025：The meeting of International Federation for Artificial Organs 2025と合同開催】（第63回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511022.html,2025.11.19（水）-22（土）,浦安市
日本臨床外科学会学術集会（第87回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511047.html,2025.11.20（木）-22（土）,東京都新宿区
日本頭痛学会総会（第53回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2512008.html,2025.11.21（金）-22（土）,横浜市西区
日本認知症学会学術集会（第44回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511034.html,2025.11.21（金）-23（日祝）,新潟市中央区
日本医療薬学会年会（第35回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511004.html,2025.11.22（土）-24（月休）,神戸市中央区
日本小児呼吸器学会学術集会（第57回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2509010.html,2025.11.22（土）-23（日祝）,福岡市博多区
日本レーザー医学会総会【第35回日本光線力学学会学術講演会、第21回日本脳神経外科光線力学学会と共同開催】（第46回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511051.html,2025.11.22（土）-24（月休）,東京都港区
日本臨床皮膚科医会近畿ブロック総会・学術大会（第41回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511056.html,2025.11.23（日祝）,京都市下京区
日本めまい平衡医学会総会・学術講演会（第84回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511042.html,2025.11.26（水）-28（金）,横浜市西区
日本甲状腺学会学術集会（第68回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511054.html,2025.11.27（木）-29（土）,郡山市
全国介護老人保健施設大会　山口（第36回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511028.html,2025.11.27（木）-28（金）,下関市
日本放射線腫瘍学会学術大会（第38回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511040.html,2025.11.27（木）-29（土）,東京都千代田区
日本冠疾患学会学術集会（第38回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511008.html,2025.11.28（金）-29（土）,名古屋市中村区
日本小児整形外科学会学術集会（第36回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2512005.html,2025.11.28（金）-29（土）,横浜市西区
日本医史学会総会・学術大会（第126回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511055.html,2025.11.29（土）-30（日）,奈良市
日本在宅看護学会学術集会（第15回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511014.html,2025.11.29（土）-30（日）,名古屋市中村区
日本腎不全看護学会学術集会・総会（第28回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511052.html,2025.11.29（土）-30（日）,神戸市中央区
日本東方医学会（第43回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511033.html,2025.11.29（土）-30（日）,東京都文京区
日本熱帯医学会大会（第66回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511035.html,2025.11.29（土）-30（日）,長崎市
日本臨床細胞学会秋期大会（第64回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511049.html,2025.11.29（土）-30（日）,広島市中区
日本分子生物学会年会（第48回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511039.html,2025.12.03（水）-5（金）,横浜市西区
日本運動器疼痛学会【JAPAN PAIN WEEKとして第47回日本疼痛学会、第29回日本ペインリハビリテーション学会学術大会、第30回日本口腔顔面痛学会と合同開催】（第18回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511006.html,2025.12.04（木）-6（土）,東京都江東区
日本臨床薬理学会学術総会（第46回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2512014.html,2025.12.05（金）-6（土）,東京都千代田区
日本看護科学学会学術集会（第45回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2512001.html,2025.12.06（土）-7（日）,新潟市中央区
日本がん口腔支持療法学会学術大会（第11回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2512017.html,2025.12.06（土）-7（日）,東京都中央区
日本行動医学会学術総会（第32回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2602006.html,2025.12.06（土）-7（日）,相模原市中央区
日本神経精神医学会学術集会（第30回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2512006.html,2025.12.06（土）-7（日）,金沢市
日本心療内科学会総会・学術大会（第29回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2512007.html,2025.12.06（土）-7（日）,東京都江東区
日本青年期精神療法学会総会（第42回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2512016.html,2025.12.06（土）-7（日）,岡山市北区
日本糖尿病性腎症研究会（第36回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511032.html,2025.12.06（土）-7（日）,和歌山市
国際個別化医療学会学術集会（第30回）,https://medical.nikkeibp.co.jp/inc/all/gakkai/calendar/if2511013.html,2025.12.07（日）,東京都千代田区
